Sender_name,Receiver_name,currency,timestamp,total_sent,total_received,balance
Leconte,Fitzgerald Inc,EUR,2021-08-14T01:16:54.284687Z,39381.504860123285,39381.504860123285,0.0
Merle,Nelson Group,EUR,2021-08-15T21:19:40.259464Z,38841.87109375,38841.87109375,0.0
Schmitt,"Wilkinson, Bennett and Stanley",EUR,2021-08-16T18:46:27.256623Z,56818.89453125,94657.984375,37839.08984375
Remmers & Gruijl,Poirier S.A.R.L.,EUR,2021-10-18T04:48:29.200162Z,85727.77774622933,85727.77774622933,0.0
"Cooke, Cook and Bell",Putz,EUR,2021-10-21T01:40:53.391891Z,76211.03751778093,54285.41603401154,-21925.62148376939
Roussel,Speer Dobes GmbH,EUR,2021-10-22T02:00:39.121207Z,4812.393499585111,4812.393499585111,0.0
Sontag,Stichting Mol,EUR,2021-10-25T02:30:04.577983Z,79165.75866288842,16436.377234854237,-62729.381428034176
Portaal,Bender Scheibe GmbH & Co. OHG,EUR,2021-11-16T06:56:10.239366Z,24549.4611,24549.4611,0.0
le Gallen & van Gelder,Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-12-06T19:40:27.67812Z,10551.1872,10551.1872,0.0
Ferreira S.A.R.L.,"Cooke, Cook and Bell",EUR,2023-03-15T13:37:56.360198Z,86185.2913,86185.2913,0.0
Kostolzin AG,Pruvost,EUR,2023-03-28T22:44:06.618192Z,83656.4684,83656.4684,0.0
Bosch & van Haspengouw,Pruvost,EUR,2021-01-13T07:05:03.783629Z,85517.03265765766,29612.02732337601,-55905.00533428165
Moran PLC,Bender Scheibe GmbH & Co. OHG,EUR,2021-02-08T11:42:18.74947Z,36963.14171000355,18041.507316656545,-18921.634393347
Fitzgerald Inc,Bourdon S.A.,EUR,2021-02-21T00:49:34.741469Z,16138.926549905169,16138.926549905169,0.0
Royal Bastiaanse,Bourdon S.A.,EUR,2021-03-16T12:45:39.289918Z,18816.19921875,78458.00373091949,59641.80451216949
"Jones, Shepherd and Price",Pruvost,EUR,2021-03-29T15:54:13.097227Z,35952.99609651787,40339.32042039569,4386.324323877823
"Johnson, Hope and Evans",Franke,EUR,2021-03-30T22:47:25.272214Z,79716.2587,87839.45901660087,8123.200316600865
Legendre Maury S.A.,"Jones, Shepherd and Price",EUR,2021-04-01T16:44:20.554499Z,102715.80380871797,34848.7324,-67867.07140871798
Poirier S.A.R.L.,Bourdon S.A.,EUR,2021-04-06T23:01:38.42766Z,63572.51659554291,63572.51659554291,0.0
Evans-Davison,Pruvost,EUR,2021-04-07T06:41:57.697353Z,62359.8359375,62359.8359375,0.0
Langlois S.A.R.L.,Koninklijke Stinis,EUR,2021-05-06T18:05:50.737976Z,26254.27734375,26254.27734375,0.0
Roussel,Fabre S.A.,EUR,2021-05-12T03:30:14.459954Z,76926.8584,76926.8584,0.0
Ehlert,"Jones, Shepherd and Price",EUR,2021-06-11T22:14:16.349546Z,110146.70265082682,110146.70265082682,0.0
Johnson Group,Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-06-13T05:34:48.549409Z,21046.387876363206,21046.387876363206,0.0
Trespa,Remmers & Gruijl,EUR,2021-07-22T14:33:33.48526Z,95520.6640625,69074.65771692745,-26446.006345572547
"Jones, Smith and Waters",Samson,EUR,2021-08-06T16:32:50.588085Z,79919.2494812228,30693.364005452822,-49225.885475769974
"Jones, Smith and Waters","Simpson, Thompson and Lamb",EUR,2021-08-17T18:18:50.617244Z,12351.1861,78540.65625,66189.47015
Remmers & Gruijl,Didier,EUR,2021-08-22T16:27:33.09092Z,64340.967108259945,89328.69755288996,24987.73044463002
Kostolzin AG,Samson et Fils,EUR,2021-08-23T16:41:27.44232Z,69005.52690848743,69005.52690848743,0.0
Guillon Lesage S.A.,Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-08-26T05:52:17.042019Z,73805.2468587008,75689.8331,1884.5862412991992
Valette Fleury SA,"Howard, McCarthy and Harris",EUR,2021-08-30T00:10:08.837434Z,17170.076753234032,68347.64715558256,51177.57040234852
"Stokes, Adams and Robinson",van der Noot & Jonkman,EUR,2021-09-01T10:30:15.144381Z,166104.390625,156098.390625,-10006.0
Goudriaan NV,Valette Fleury SA,EUR,2021-09-13T06:13:23.107065Z,63167.26953125,91483.26785352768,28315.99832227768
Johnson-Dawson,Wagenvoort Groep,EUR,2021-09-18T14:00:55.560095Z,38644.1219179706,87278.92030483372,48634.79838686312
Jäntsch Schweitzer GmbH & Co. KG,Franke,EUR,2021-09-18T19:24:37.060406Z,6830.408203125,65931.9140625,59101.505859375
Putz,Morin Boulanger et Fils,EUR,2021-09-26T06:23:27.523798Z,41958.322,41958.322,0.0
le Gallen & van Gelder,Merle,EUR,2021-09-30T02:44:59.806226Z,33694.52289163297,92860.91601469892,59166.393123065944
Ruppert GmbH & Co. KG,Trespa,EUR,2021-10-30T08:47:26.13583Z,29552.2338,29552.2338,0.0
"Simpson, Thompson and Lamb",Scholz AG,EUR,2021-11-12T02:51:31.157595Z,73593.98707918444,73593.98707918444,0.0
Legendre Maury S.A.,Royal Bastiaanse,EUR,2021-11-16T06:56:10.239366Z,14521.179909720113,60499.9280354793,45978.748125759186
Royal Bastiaanse,Legendre Maury S.A.,EUR,2021-01-15T15:54:36.332284Z,15933.1123046875,1302.7838050838668,-14630.328499603633
Royal Bastiaanse,Leconte,EUR,2021-02-21T06:55:11.191433Z,71380.5007,37989.383297771456,-33391.11740222855
Trespa,Royal Schagen,EUR,2021-02-23T11:22:11.451672Z,20404.4219,20404.4219,0.0
Franke,Trespa,EUR,2021-02-24T01:48:41.3212Z,88297.30362384857,22889.90625,-65407.397373848566
Maillard,Ehlert,EUR,2021-03-04T16:12:49.102207Z,1735.231054965327,1735.231054965327,0.0
Auger Legros SARL,Ruppert GmbH & Co. KG,EUR,2021-03-09T11:03:52.100783Z,49035.127678936486,61283.859375,12248.731696063514
Ruppert GmbH & Co. KG,Henderson-Wright,EUR,2021-03-16T12:45:39.289918Z,163132.84905676448,133850.37493753407,-29282.474119230406
Armstrong Inc,le Gallen & van Gelder,EUR,2021-03-24T03:56:30.583916Z,63479.65234375,63479.65234375,0.0
Merle,Goudriaan NV,EUR,2021-03-28T07:42:59.997869Z,10402.779680543566,87257.25022775585,76854.47054721229
Leduc,Kaul GbR,EUR,2021-03-29T15:54:13.097227Z,33682.2805535799,35952.99609651787,2270.715542937971
Welch-Ryan,van der Noot & Jonkman,EUR,2021-03-31T22:49:03.509099Z,74239.5882430606,55580.4129,-18659.175343060597
"Gough, Evans and Blackburn",Mars,EUR,2021-04-11T03:57:54.610535Z,45329.27884506178,45329.27884506178,0.0
Ruppert GmbH & Co. KG,Koninklijke van Brunswijk,EUR,2021-05-04T00:42:58.584834Z,46767.41929828048,67032.85028449503,20265.430986214546
Fabre S.A.,Bender Scheibe GmbH & Co. OHG,EUR,2021-05-06T09:40:23.207131Z,39564.11247975504,39564.11247975504,0.0
Ruppert GmbH & Co. KG,Armstrong Inc,EUR,2021-05-18T06:07:41.073689Z,78745.3411,74675.5275011854,-4069.8135988146096
Leblanc S.A.S.,Goudriaan NV,EUR,2021-05-24T22:21:35.557306Z,13913.872505757161,13913.872505757161,0.0
"Howard, McCarthy and Harris",Hayes and Sons,EUR,2021-05-27T10:47:15.118848Z,69428.8984375,67691.32290184921,-1737.575535650787
Bourdon S.A.,Wagenvoort Groep,EUR,2021-07-05T19:44:11.254507Z,48223.599010194404,8725.658635609294,-39497.94037458511
Evans-Davison,Pruvost,EUR,2021-07-28T09:37:22.758286Z,84379.69713134186,84379.69713134186,0.0
Coolen NV,Henderson-Wright,EUR,2021-07-29T23:58:35.424526Z,76547.56933900193,76547.56933900193,0.0
Cichorius,"Gough, Evans and Blackburn",EUR,2021-07-30T23:03:44.809778Z,93598.86659833991,93598.86659833991,0.0
Armstrong Inc,"Simpson, Thompson and Lamb",EUR,2021-08-06T16:32:50.588085Z,47317.19931883745,47317.19931883745,0.0
Franke,"Simpson, Thompson and Lamb",EUR,2021-08-06T16:32:50.588085Z,42357.48947961119,47317.19931883745,4959.709839226256
Franke,Welch-Ryan,EUR,2021-08-06T16:32:50.588085Z,42357.48947961119,42357.48947961119,0.0
Kostolzin AG,Maillard,EUR,2021-08-09T22:01:54.141983Z,32257.634690611663,32257.634690611663,0.0
"Johnston, Woodward and Anderson",Koninklijke Stinis,EUR,2021-08-17T18:18:50.617244Z,57925.625,3704.421063744666,-54221.20393625533
Armstrong Inc,Leduc,EUR,2021-08-26T10:23:39.739746Z,36235.0640113798,94329.2374,58094.1733886202
Striebitz,Groen & de Leeuw,EUR,2021-08-26T23:13:39.270488Z,44103.175770573944,75338.6004,31235.424629426052
Striebitz,"Kaur, Kemp and Turner",EUR,2021-08-26T23:13:39.270488Z,44103.175770573944,41352.47747747748,-2750.698293096466
"Jones, Shepherd and Price",Bailey-Bolton,EUR,2021-10-18T18:28:11.147245Z,101926.80767876613,101926.80767876613,0.0
Morin Boulanger et Fils,Teixeira S.A.S.,EUR,2021-10-20T15:45:20.972815Z,80861.74579184447,80861.74579184447,0.0
Gröttner,Henderson-Wright,EUR,2021-11-20T04:23:47.044772Z,49467.109375,95641.33342040704,46174.22404540704
Fitzgerald Inc,Wagenvoort Groep,EUR,2023-01-27T20:40:51.636007Z,77286.3842,77286.3842,0.0
Legendre Maury S.A.,Fitzgerald Inc,EUR,2023-01-31T12:55:15.46822Z,72938.1653,72938.1653,0.0
"Cooke, Cook and Bell",Salz,EUR,2023-04-21T09:41:28.799354Z,5141.3199,5141.3199,0.0
Roussel,Speer Dobes GmbH,EUR,2021-01-03T09:17:34.356554Z,811.5851955141588,811.5851955141588,0.0
Salz,Ferreira S.A.R.L.,EUR,2021-01-12T01:52:44.858783Z,63950.460615232594,63950.460615232594,0.0
"Johnston, Woodward and Anderson","Kaur, Kemp and Turner",EUR,2021-01-17T03:19:46.124424Z,62823.39748456322,770.0010952841886,-62053.39638927903
"Howard, McCarthy and Harris",Legendre Maury S.A.,EUR,2021-02-02T12:31:19.851022Z,20926.837758239824,18425.662109375,-2501.1756488648243
Salz,Schofield PLC,EUR,2021-02-09T17:38:14.383804Z,44226.78867420791,44226.78867420791,0.0
Speer Dobes GmbH,Samson et Fils,EUR,2021-02-20T20:50:10.105953Z,83735.82852515437,83735.82852515437,0.0
Johnson Group,Johnson Group,EUR,2021-03-03T20:17:54.883463Z,11302.79036363688,92448.50187265918,81145.71150902231
Schofield PLC,van der Noot & Jonkman,EUR,2021-03-19T02:43:47.31143Z,87220.6406,2401.3666,-84819.274
Striebitz,Koninklijke van Brunswijk,EUR,2021-04-16T10:25:17.178058Z,94742.06363290477,94742.06363290477,0.0
Bailey-Bolton,Croon Elektrotechniek,EUR,2021-05-07T17:02:22.190687Z,28834.369140625,73450.734375,44616.365234375
Samson,Scholz AG,EUR,2021-05-27T06:49:11.800227Z,17039.806660593178,78097.27655286866,61057.469892275476
Leduc,Andrews-Finch,EUR,2021-06-02T22:19:23.384481Z,69005.52690848743,39456.70081943939,-29548.826089048038
Guillon Lesage S.A.,Cameron-Buckley,EUR,2021-07-11T15:42:07.549918Z,48217.5267,96561.38377646284,48343.85707646284
Leduc,Maillard,EUR,2021-07-22T23:58:39.561568Z,20025.365234375,85565.3752072733,65540.0099728983
"Stokes, Adams and Robinson",Armstrong Inc,EUR,2021-08-04T05:05:56.167076Z,22193.416015625,7555.921645721652,-14637.494369903348
Leconte,Schofield PLC,EUR,2021-08-14T01:16:54.284687Z,39381.504860123285,63086.1742,23704.669339876717
Putz,Kaul GbR,EUR,2021-08-26T10:23:39.739746Z,79308.34370554765,79308.34370554765,0.0
Goudriaan NV,Welch-Ryan,EUR,2021-08-26T23:13:39.270488Z,66755.43808490822,86677.54042666261,19922.10234175439
Morin Boulanger et Fils,Croon Elektrotechniek,EUR,2021-10-16T04:53:43.38928Z,69899.62926409555,69899.62926409555,0.0
Lesage,Pruvost,EUR,2021-11-06T04:21:13.654663Z,55396.77665165591,55396.77665165591,0.0
Bender Scheibe GmbH & Co. OHG,Hope-Short,EUR,2021-11-16T15:26:20.529644Z,67880.26760312944,67880.26760312944,0.0
"Wilkinson, Bennett and Stanley",le Gallen & van Gelder,EUR,2021-11-18T00:34:29.479374Z,80834.43723328592,73653.30469601808,-7181.13253726784
Hanegraaff & Hekker,Roussel,EUR,2022-02-02T09:30:18.476123Z,82957.9436,34007.2376,-48950.706
Hayes and Sons,Fischer,EUR,2022-02-08T02:30:09.79904Z,68811.3266,68811.3266,0.0
"Houghton, Murray and Thomas",Poirier S.A.R.L.,EUR,2022-08-20T17:24:57.430908Z,73773.5821,73773.5821,0.0
"Stokes, Adams and Robinson",Poirier S.A.R.L.,EUR,2021-01-31T04:15:29.454954Z,75123.37020715972,55880.78621384542,-19242.5839933143
Legendre Maury S.A.,Gröttner,EUR,2021-02-05T04:13:04.071475Z,30861.65058141006,6899.400531173337,-23962.250050236722
Schofield PLC,"Johnson, Hope and Evans",EUR,2021-02-08T11:42:18.74947Z,71766.4566293267,126185.17366050261,54418.71703117591
Royal Bastiaanse,"Gough, Evans and Blackburn",EUR,2021-02-19T02:26:35.157218Z,67279.43760079729,67279.43760079729,0.0
Royal Bastiaanse,"Howard, McCarthy and Harris",EUR,2021-03-05T02:01:03.683923Z,66927.10847350309,68744.28578729783,1817.1773137947457
Kostolzin AG,Royal Schagen,EUR,2021-03-14T13:54:32.897063Z,55708.775401103354,14920.388671875,-40788.386729228354
Jäntsch Schweitzer GmbH & Co. KG,Winters Groep,EUR,2021-03-22T19:50:58.824937Z,86565.3232235044,86565.3232235044,0.0
Leduc,Pruvost,EUR,2021-03-29T15:54:13.097227Z,33682.2805535799,40339.32042039569,6657.039866815794
de Koning NV,"Jones, Shepherd and Price",EUR,2021-04-01T16:44:20.554499Z,34848.7324,34848.7324,0.0
Cichorius,Koninklijke van Brunswijk,EUR,2021-04-01T23:52:40.814686Z,71004.64052535682,71004.64052535682,0.0
Fabre S.A.,Haneberg & Cammel,EUR,2021-04-07T06:41:57.697353Z,20495.416015625,20495.416015625,0.0
Fabre SA,Evans-Davison,EUR,2021-04-07T17:35:57.933828Z,76978.3521231906,81311.8628496918,4333.51072650119
Schmitt,Grein Groth,EUR,2021-04-13T05:32:04.757118Z,53674.9766,62840.8545,9165.8779
Wagenvoort Groep,Legendre Maury S.A.,EUR,2021-04-16T10:25:17.178058Z,53674.9766,53674.9766,0.0
Evans-Davison,Fabre SA,EUR,2021-04-20T01:48:09.939459Z,58128.84883238502,58128.84883238502,0.0
"Smith, Francis and Hurst","Stokes, Adams and Robinson",EUR,2021-05-02T12:04:30.16243Z,6662.44677734375,7955.255,1292.80822265625
Hayes and Sons,Delahaye,EUR,2021-05-07T00:19:09.646407Z,109086.5209885517,6941.973,-102144.5479885517
Koninklijke van Brunswijk,Bourdon S.A.,EUR,2021-05-30T03:06:42.845141Z,19765.520216494584,31905.39799668089,12139.877780186307
Ruppert GmbH & Co. KG,"Johnston, Woodward and Anderson",EUR,2021-06-06T20:01:23.742414Z,47678.4635582296,77069.66007440025,29391.196516170647
Winters Groep,Coolen NV,EUR,2021-06-25T15:24:58.763251Z,30234.766455359855,30234.766455359855,0.0
Trespa,Cameron-Buckley,EUR,2021-07-03T22:04:58.444146Z,77472.51904291932,95053.609375,17581.090332080683
Poirier S.A.R.L.,Samson,EUR,2021-07-05T09:10:56.060948Z,4321.779890499051,4321.779890499051,0.0
Morin Boulanger et Fils,Fischer,EUR,2021-07-12T07:39:27.570298Z,5004.9713,94862.16857566327,89857.19727566326
Roussel,Leduc,EUR,2021-08-06T18:36:18.412444Z,96970.52301599352,35368.128408013275,-61602.39460798024
Armstrong Inc,Johnson-Dawson,EUR,2021-08-08T18:21:48.325388Z,89235.6388702753,9385.62109375,-79850.0177765253
Teixeira S.A.S.,Fabre S.A.,EUR,2021-08-21T13:50:33.372536Z,6447.567816675524,68954.81418918919,62507.24637251366
"Stokes, Adams and Robinson",Langlois S.A.R.L.,EUR,2021-08-22T08:40:19.094338Z,99969.38740004049,99969.38740004049,0.0
Hanegraaff & Hekker,Didier,EUR,2021-08-22T16:27:33.09092Z,89328.69755288996,89328.69755288996,0.0
Merle,Johnson-Dawson,EUR,2021-08-23T20:55:10.620186Z,28513.34375,28513.34375,0.0
Lesage,Kusch,EUR,2021-08-26T16:54:03.706344Z,2605.8776189841155,2605.8776189841155,0.0
le Gallen & van Gelder,Ehlert,EUR,2021-09-12T21:41:14.280733Z,64337.484375,39009.6451,-25327.839275
Freudenberger Grein Groth GmbH & Co. KG,Johnson-Dawson,EUR,2021-09-16T13:57:22.861847Z,59767.8771,110322.16624738778,50554.28914738778
Poirier S.A.R.L.,Franke,EUR,2021-09-16T15:44:10.085819Z,82353.578125,41751.94212247865,-40601.63600252135
Maillard,Kostolzin AG,EUR,2021-09-17T01:56:45.521775Z,75870.82294600672,1784.9483642578125,-74085.87458174891
"Forster, Mitchell and Hall",Lesage,EUR,2021-10-18T18:28:11.147245Z,13045.6103515625,13045.6103515625,0.0
Hope-Short,Samson et Fils,EUR,2021-10-20T20:02:11.652998Z,59209.73828125,59209.73828125,0.0
Teixeira S.A.S.,Croon Elektrotechniek,EUR,2021-10-21T17:56:33.12362Z,62686.04465036116,62686.04465036116,0.0
Putz,Teixeira S.A.S.,EUR,2021-10-30T16:53:59.026813Z,62457.98774547019,13050.81640625,-49407.17133922019
Cameron-Buckley,Wagenvoort Groep,EUR,2021-11-09T02:11:04.68264Z,93598.86659833991,78832.46875,-14766.397848339911
Cameron-Buckley,"Simpson, Thompson and Lamb",EUR,2022-03-30T09:09:49.024547Z,13295.6048,13295.6048,0.0
"Jones, Shepherd and Price",Groen & de Leeuw,EUR,2022-09-25T22:00:37.3728Z,42142.8527,32765.6521,-9377.200600000004
Mars,Delahaye,EUR,2021-01-09T16:14:41.160841Z,78540.6545,78540.6545,0.0
"Cooper, Bailey and Barker",Andrews-Finch,EUR,2021-01-12T01:52:44.858783Z,69807.77564783885,63459.19274537695,-6348.582902461894
Samson,"Cooper, Bailey and Barker",EUR,2021-01-14T23:37:46.500077Z,35479.5859375,77604.8601,42125.274162500005
Groen & de Leeuw,Bosch & van Haspengouw,EUR,2021-02-08T11:42:18.74947Z,66531.1328125,8673.869799075392,-57857.26301342461
"Jones, Smith and Waters",Leconte,EUR,2021-03-16T12:45:39.289918Z,82723.39052535682,84674.84532584499,1951.4548004881653
Georges S.A.,"Stokes, Adams and Robinson",EUR,2021-05-02T12:04:30.16243Z,49755.97,7955.255,-41800.715000000004
Grein Groth,Ferreira S.A.R.L.,EUR,2021-05-07T17:02:22.190687Z,93823.15789398964,28834.369140625,-64988.78875336464
Remmers & Gruijl,"Stokes, Adams and Robinson",EUR,2021-05-11T04:59:46.283202Z,113383.10317951572,11280.659060570402,-102102.44411894532
Johnson Group,"Gough, Evans and Blackburn",EUR,2021-05-13T20:24:53.436028Z,65492.85811443466,89070.74824121875,23577.890126784092
"Johnston, Woodward and Anderson",Valette Fleury SA,EUR,2021-05-27T10:47:15.118848Z,15210.133077447812,137345.71875,122135.58567255219
Groen & de Leeuw,Hope-Short,EUR,2021-07-11T05:45:36.431769Z,110564.26608213701,110564.26608213701,0.0
Sontag,Koninklijke Stinis,EUR,2021-08-26T23:13:39.270488Z,21812.896484375,21812.896484375,0.0
Gröttner,Bourdon S.A.,EUR,2021-09-09T01:03:16.451177Z,47167.53719179706,9226.627,-37940.91019179706
Jäntsch Schweitzer GmbH & Co. KG,Gröttner,EUR,2021-09-18T19:24:37.060406Z,6830.408203125,44503.6953125,37673.287109375
Auger Legros SARL,Franke,EUR,2021-09-22T01:35:10.384113Z,40699.1561066123,40699.1561066123,0.0
"Stokes, Adams and Robinson",Sontag,EUR,2022-04-13T16:03:04.878644Z,15335.3932,15335.3932,0.0
de Koning NV,Bosch & van Haspengouw,EUR,2022-09-25T11:56:45.387481Z,45758.4241,45758.4241,0.0
"Jones, Smith and Waters","Howard, McCarthy and Harris",EUR,2021-01-17T12:13:57.432369Z,319.32849983515587,319.32849983515587,0.0
Wagenvoort Groep,Samson,EUR,2021-01-25T15:56:25.158173Z,28794.70306679311,28794.70306679311,0.0
Andrews-Finch,Ferreira S.A.R.L.,EUR,2021-01-28T17:24:18.768577Z,18492.92652027027,18492.92652027027,0.0
Schmitt,Sontag,EUR,2021-02-02T12:31:19.851022Z,18425.662109375,64582.184981033664,46156.522871658664
Moran PLC,Speer Dobes GmbH,EUR,2021-03-02T17:27:46.357793Z,87590.5859375,87590.5859375,0.0
Drub Mende e.V.,Merle,EUR,2021-03-03T20:17:54.883463Z,123843.55585395789,189831.18583045612,65987.62997649823
Coolen NV,Stichting Mol,EUR,2021-03-17T21:00:19.649101Z,15362.63391269559,15362.63391269559,0.0
Bender Scheibe GmbH & Co. OHG,Georges S.A.,EUR,2021-03-29T23:22:55.320143Z,24300.5625,50515.26567686107,26214.70317686107
"Jones, Shepherd and Price",Ehlert,EUR,2021-04-11T03:57:54.610535Z,84162.8167,84162.8167,0.0
Roussel,Grein Groth,EUR,2021-04-27T07:03:03.638999Z,43203.317626837365,43203.317626837365,0.0
Teixeira S.A.S.,Haneberg & Cammel,EUR,2021-05-07T17:02:22.190687Z,73450.734375,93823.15789398964,20372.423518989643
Pruvost,Hope-Short,EUR,2021-05-17T02:54:42.299397Z,83054.9902467972,78427.49835317099,-4627.491893626211
"Simpson, Thompson and Lamb",Poirier S.A.R.L.,EUR,2021-07-05T04:49:55.856849Z,51090.429722992005,67148.73385823642,16058.304135244412
Royal Bastiaanse,Bender Scheibe GmbH & Co. OHG,EUR,2021-07-13T06:58:46.802136Z,62031.45561291629,19524.9973,-42506.45831291629
Samson,Trespa,EUR,2021-07-26T13:19:27.976833Z,73267.48442610848,73267.48442610848,0.0
"Gough, Evans and Blackburn",Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-07-31T14:57:21.143649Z,32179.8108,13004.1005859375,-19175.7102140625
Merle,"Gough, Evans and Blackburn",EUR,2021-08-11T04:29:26.252679Z,52262.74609375,39695.1836315116,-12567.562462238398
Cichorius,Nelson Group,EUR,2021-08-17T01:34:46.83176Z,7955.9787688847555,7955.9787688847555,0.0
"Johnston, Woodward and Anderson","Simpson, Thompson and Lamb",EUR,2021-08-17T18:18:50.617244Z,57925.625,78540.65625,20615.03125
Royal Schagen,le Gallen & van Gelder,EUR,2021-08-23T07:13:10.362387Z,99239.23220973783,77286.3828125,-21952.849397237835
Leduc,de Koning NV,EUR,2021-08-25T18:59:04.935975Z,75231.46478641563,62868.51953125,-12362.945255165629
Johnson-Dawson,Hanegraaff & Hekker,EUR,2021-09-02T03:48:28.445666Z,94205.07847992003,94205.07847992003,0.0
Georges S.A.,Kaul GbR,EUR,2021-09-04T02:01:53.846711Z,42471.89299444621,84576.1640625,42104.27106805379
Speer Dobes GmbH,"Forster, Mitchell and Hall",EUR,2021-09-18T08:09:08.797026Z,53396.966868183976,53396.966868183976,0.0
Drub Mende e.V.,Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-09-19T01:40:45.174397Z,12351.1865234375,12351.1865234375,0.0
Delahaye,"Wilkinson, Bennett and Stanley",EUR,2021-09-27T02:25:35.410983Z,76203.80035934811,70201.3828125,-6002.417546848112
Leconte,Wagenvoort Groep,EUR,2021-10-06T12:24:09.113559Z,19853.42423308877,26549.94921875,6696.524985661232
Johnson-Dawson,"Jones, Smith and Waters",EUR,2021-10-18T15:18:20.778045Z,106046.60419600672,45912.84375,-60133.76044600672
Evans-Davison,Winters Groep,EUR,2021-11-19T20:08:08.241129Z,43076.4371777326,91668.1328125,48591.6956347674
Ruppert GmbH & Co. KG,Henderson-Wright,EUR,2021-11-20T04:23:47.044772Z,76609.2252237416,95641.33342040704,19032.108196665446
Koninklijke Stinis,"Wilkinson, Bennett and Stanley",EUR,2021-01-08T11:40:52.429949Z,40351.86301118534,45316.674816263636,4964.811805078294
"Jones, Smith and Waters",Leblanc S.A.S.,EUR,2021-01-17T12:13:57.432369Z,319.32849983515587,47821.887020447415,47502.558520612256
Royal Schagen,"Gough, Evans and Blackburn",EUR,2021-02-19T02:26:35.157218Z,99845.94847656645,67279.43760079729,-32566.510875769163
Leduc,Fabre S.A.,EUR,2021-03-06T23:15:14.377261Z,62944.004860123285,67976.18557491367,5032.180714790389
Royal Bastiaanse,"Smith, Francis and Hurst",EUR,2021-03-16T12:45:39.289918Z,18816.19921875,82723.39052535682,63907.19130660682
Fabre SA,Kusch,EUR,2021-03-30T19:22:30.918055Z,25201.730307610243,59876.37109375,34674.64078613976
Kusch,Guillon Lesage S.A.,EUR,2021-04-13T05:32:04.757118Z,62840.8545,53674.9766,-9165.8779
Le Gall SARL,Portaal,EUR,2021-04-21T08:34:41.562632Z,60364.57421875,60364.57421875,0.0
Putz,Putz,EUR,2021-05-10T01:56:38.08901Z,37059.73925118939,39113.5868598862,2053.8476086968076
Stichting Mol,Coolen NV,EUR,2021-06-06T15:56:15.816055Z,60143.517815568375,60143.517815568375,0.0
Winters Groep,Wagenvoort Groep,EUR,2021-07-05T19:44:11.254507Z,15674.382853247986,8725.658635609294,-6948.724217638692
Samson,"Houghton, Murray and Thomas",EUR,2021-07-08T10:53:31.761763Z,85426.62399241347,73365.47978899952,-12061.144203413947
Bender Scheibe GmbH & Co. OHG,Bailey-Bolton,EUR,2021-07-15T21:29:54.297582Z,13493.195,94175.16447368421,80681.9694736842
Armstrong Inc,Winters Groep,EUR,2021-08-08T18:21:48.325388Z,89235.6388702753,89235.6388702753,0.0
Bosch & van Haspengouw,Schmitt,EUR,2021-08-12T22:50:48.596714Z,6664.9577,19725.347469179706,13060.389769179706
Fischer,"Howard, McCarthy and Harris",EUR,2021-08-15T21:19:40.259464Z,291.85188477951635,291.85188477951635,0.0
"Simpson, Thompson and Lamb",Coolen NV,EUR,2021-08-22T08:40:19.094338Z,50777.3068,50777.3068,0.0
Striebitz,Leconte,EUR,2021-08-26T23:13:39.270488Z,44103.175770573944,66755.43808490822,22652.26231433428
Coolen NV,Drub Mende e.V.,EUR,2021-09-10T00:54:03.634564Z,5004.97119140625,5004.97119140625,0.0
Royal Bastiaanse,Johnson Group,EUR,2021-09-22T09:19:51.058474Z,51244.73121195257,74892.34382408725,23647.612612134682
Evans-Davison,Drub Mende e.V.,EUR,2021-09-30T04:32:51.551226Z,12224.1865,4846.070511610144,-7378.115988389855
Nelson Group,Schmitt,EUR,2021-10-12T12:24:27.919888Z,6798.603515625,7721.474100064737,922.8705844397373
Schofield PLC,Evans-Davison,EUR,2021-10-15T09:51:57.560432Z,111442.37376203889,49795.173948527176,-61647.19981351171
Schmitt,"Gough, Evans and Blackburn",EUR,2021-10-17T23:23:18.26368Z,96379.5124126936,44503.167229729734,-51876.345182963865
"Cooke, Cook and Bell",Croon Elektrotechniek,EUR,2021-10-21T17:56:33.12362Z,48277.66015625,62686.04465036116,14408.38449411116
Johnson-Dawson,Wagenvoort Groep,EUR,2021-11-09T02:11:04.68264Z,79798.02485069339,78832.46875,-965.5561006933858
"Smith, Francis and Hurst","Sanderson, Fox and Holland",EUR,2021-11-18T04:42:28.349631Z,176495.640625,37210.55389531846,-139285.08672968153
Cameron-Buckley,Fitzgerald Inc,EUR,2022-03-30T09:09:49.024547Z,13295.6048,41303.1373,28007.5325
Merle,Hayes and Sons,EUR,2023-01-27T20:40:51.636007Z,3315.2038,87138.3162,83823.1124
Hayes and Sons,Poirier S.A.R.L.,EUR,2023-04-27T10:41:29.657485Z,12324.45,12324.45,0.0
Merle,Scholz AG,EUR,2021-02-01T08:55:53.48794Z,82638.81100365709,92052.3730663956,9413.562062738507
Armstrong Inc,"Simpson, Thompson and Lamb",EUR,2021-02-19T10:41:02.62077Z,70675.37025258949,23702.660764582954,-46972.70948800654
