name,currency,timestamp,current_amount
"Cooke, Cook and Bell",EUR,2021-10-21T01:40:53.391891Z,76211.03751778093
Didier,EUR,2021-08-28T14:43:51.653249Z,7256.813888092291
Evans-Davison,EUR,2021-04-20T01:48:09.939459Z,58128.84883238502
Evans-Davison,EUR,2021-08-28T20:08:10.094387Z,52781.53153153153
Georges S.A.,EUR,2021-05-07T17:02:22.190687Z,-54522.55890019233
"Houghton, Murray and Thomas",EUR,2021-10-11T09:36:11.230347Z,92986.66429587483
"Jones, Shepherd and Price",EUR,2022-03-19T14:46:26.714808Z,44625.2111
"Jones, Smith and Waters",EUR,2021-03-08T21:24:19.963776Z,-33503.26724751067
Kostolzin AG,EUR,2021-10-09T03:33:04.753279Z,-87735.5546875
Leduc,EUR,2021-08-11T01:43:19.467333Z,70507.8151
Lesage,EUR,2021-10-07T18:57:22.237934Z,36575.9945037082
Lesage,EUR,2023-02-15T07:31:51.291384Z,-68667.2913
Maillard,EUR,2021-01-30T19:27:03.43481Z,-35003.958048638524
Poirier S.A.R.L.,EUR,2021-10-21T02:21:59.445432Z,97489.828125
Putz,EUR,2021-07-29T03:28:49.150995Z,-46337.16747541114
Putz,EUR,2022-03-13T09:56:30.344002Z,71310.6082
Royal Schagen,EUR,2021-07-22T14:33:33.48526Z,-95520.6640625
Royal Schagen,EUR,2021-10-31T14:02:03.022278Z,-43476.47359530583
"Smith, Francis and Hurst",EUR,2021-11-18T04:42:28.349631Z,88247.8203125
Teixeira S.A.S.,EUR,2023-04-23T16:26:21.4615Z,-77278.246
Auger Legros SARL,EUR,2023-03-03T17:12:07.250167Z,84539.7358
Cameron-Buckley,EUR,2021-07-11T15:42:07.549918Z,-30624.014209578876
Coolen NV,EUR,2021-08-22T08:40:19.094338Z,-50777.3068
Coolen NV,EUR,2021-09-14T19:52:13.583938Z,62063.2363
Drub Mende e.V.,EUR,2021-05-24T04:45:32.069224Z,-24863.658203125
Evans-Davison,EUR,2021-10-27T23:38:41.704757Z,11520.60829332622
Fabre SA,EUR,2022-11-29T10:37:13.69041Z,28537.5813
Fischer,EUR,2021-07-12T07:39:27.570298Z,-94862.16857566327
Fitzgerald Inc,EUR,2021-01-07T13:18:30.12552Z,-66393.2890625
Guillon Lesage S.A.,EUR,2021-02-25T16:25:08.858435Z,87009.51829638628
Haneberg & Cammel,EUR,2021-01-03T09:17:34.356554Z,-32999.34432788051
Hanegraaff & Hekker,EUR,2021-06-24T20:38:36.068953Z,-90754.14653086952
Hayes and Sons,EUR,2023-04-27T10:41:29.657485Z,12324.45
"Johnston, Woodward and Anderson",EUR,2021-07-03T10:12:27.734672Z,-50347.371159783375
Kusch,EUR,2021-08-26T16:54:03.706344Z,-2605.8776189841155
Leconte,EUR,2021-08-05T07:02:15.995524Z,35728.45097555421
Leduc,EUR,2022-11-16T05:29:14.086565Z,-23960.5
Nelson Group,EUR,2021-05-24T22:21:35.557306Z,68101.9140625
Poirier S.A.R.L.,EUR,2021-04-12T14:38:28.232432Z,-94303.9453125
Putz,EUR,2021-03-01T21:33:12.26125Z,-77213.81845328475
Remmers & Gruijl,EUR,2021-03-31T08:45:10.81052Z,70806.96875
Royal Bastiaanse,EUR,2021-10-07T03:01:52.55137Z,-12541.482374644382
Salz,EUR,2021-04-07T22:09:55.891332Z,-47220.59847676624
Speer Dobes GmbH,EUR,2021-09-27T00:38:04.24568Z,23408.25390625
Stichting Mol,EUR,2021-01-12T16:07:55.622335Z,-99960.20459010993
Striebitz,EUR,2021-02-21T18:05:41.018975Z,63935.5221619091
Teixeira S.A.S.,EUR,2021-09-28T15:52:16.030294Z,-19815.95666945035
Winters Groep,EUR,2021-09-09T01:03:16.451177Z,88113.02677232873
van der Noot & Jonkman,EUR,2021-10-18T05:25:54.960311Z,57179.22445471788
Bosch & van Haspengouw,EUR,2021-03-13T21:52:47.068135Z,-49660.09883238502
Guibert S.A.S.,EUR,2021-02-06T04:43:42.270748Z,-94474.29522218848
Guillon Lesage S.A.,EUR,2021-03-11T15:23:17.094841Z,12613.940626481744
Haneberg & Cammel,EUR,2021-10-11T04:42:29.104456Z,-40339.32042039569
"Houghton, Murray and Thomas",EUR,2021-08-15T21:19:40.259464Z,51090.429722992005
"Jones, Smith and Waters",EUR,2021-08-02T02:57:43.120309Z,41303.13671875
Koninklijke van Brunswijk,EUR,2022-07-12T12:21:47.582805Z,81864.9221
Kusch,EUR,2021-08-22T00:07:36.583876Z,-1975.217529296875
Merle,EUR,2021-02-01T08:55:53.48794Z,82638.81100365709
Moran PLC,EUR,2021-08-20T15:11:05.612402Z,71864.5166548127
Poirier S.A.R.L.,EUR,2021-06-26T00:54:44.205182Z,63680.261634527786
Speer Dobes GmbH,EUR,2021-01-13T18:35:09.5248Z,84210.2831
Stichting Mol,EUR,2021-08-11T04:29:26.252679Z,-99708.9968
Striebitz,EUR,2021-01-14T18:40:58.001114Z,2833.9843
Teixeira S.A.S.,EUR,2021-02-23T07:16:13.464087Z,77541.88151967757
Trespa,EUR,2021-10-20T20:31:35.298766Z,36591.268077287816
Andrews-Finch,EUR,2022-01-23T07:09:07.828918Z,-42329.849
Bender Scheibe GmbH & Co. OHG,EUR,2021-07-30T23:54:50.25368Z,97489.8275
Bender Scheibe GmbH & Co. OHG,EUR,2022-04-24T17:38:38.204251Z,22186.4205
Coolen NV,EUR,2021-08-13T01:15:36.583186Z,-87296.31138697074
Drub Mende e.V.,EUR,2021-04-17T23:06:08.892278Z,-20401.26953125
Fabre SA,EUR,2021-01-05T23:27:55.037925Z,-46698.537
Franke,EUR,2021-09-22T01:35:10.384113Z,-40699.1561066123
Johnson-Dawson,EUR,2021-11-02T09:07:01.559913Z,-14740.5625
"Jones, Shepherd and Price",EUR,2021-03-04T16:12:49.102207Z,-4966.89504059981
Koninklijke van Brunswijk,EUR,2021-05-04T20:21:14.86792Z,13035.10161065671
Leduc,EUR,2021-04-16T09:25:13.506714Z,57556.58309292438
Legendre Maury S.A.,EUR,2021-02-05T04:13:04.071475Z,30861.65058141006
Nelson Group,EUR,2021-03-30T05:28:18.594386Z,-66352.30033404191
Royal Schagen,EUR,2021-04-11T16:18:54.565704Z,-62063.2363
Royal Schagen,EUR,2021-07-06T09:16:39.062252Z,27729.310546875
Schofield PLC,EUR,2021-11-21T00:12:32.587723Z,-47555.66015625
Stichting Mol,EUR,2022-09-12T22:57:02.96861Z,307.7578
Trespa,EUR,2021-02-15T21:52:08.56954Z,71463.3359375
Welch-Ryan,EUR,2021-11-19T01:26:18.260051Z,-68059.755859375
Portaal,EUR,2021-01-26T03:17:53.195874Z,70694.04931247036
Auger Legros SARL,EUR,2021-03-29T19:22:50.842175Z,93699.6796875
Delahaye,EUR,2022-04-08T12:22:38.650216Z,11635.1973
Evans-Davison,EUR,2021-04-07T17:35:57.933828Z,-81311.8628496918
Fabre S.A.,EUR,2023-03-08T12:11:37.144536Z,54723.5238
Guillon Lesage S.A.,EUR,2021-09-14T19:52:13.583938Z,29864.570284821337
Haneberg & Cammel,EUR,2023-05-02T22:24:57.60246Z,16890.4097
Hayes and Sons,EUR,2021-08-20T08:52:45.827061Z,28737.465520295576
"Howard, McCarthy and Harris",EUR,2021-05-02T22:08:40.881199Z,-14305.65234375
"Kaur, Kemp and Turner",EUR,2021-10-25T16:05:25.181417Z,54196.7890625
Koninklijke van Brunswijk,EUR,2021-08-10T20:23:59.995369Z,-31710.5638
Kusch,EUR,2021-11-19T20:08:08.241129Z,-9093.79352625652
Putz,EUR,2021-04-07T22:09:55.891332Z,71982.27833096254
Ruppert GmbH & Co. KG,EUR,2021-02-06T18:04:17.050639Z,-2215.351806640625
Ruppert GmbH & Co. KG,EUR,2021-07-03T10:12:27.734672Z,50347.371159783375
Ruppert GmbH & Co. KG,EUR,2021-08-14T15:54:37.172235Z,65054.34507541249
Schmitt,EUR,2021-09-12T12:49:34.745778Z,15104.895731589586
"Wilkinson, Bennett and Stanley",EUR,2022-06-05T09:42:50.487642Z,-37393.4917
le Gallen & van Gelder,EUR,2021-10-01T09:53:53.052319Z,56710.916938708375
Bailey-Bolton,EUR,2021-05-25T11:04:54.252743Z,-15652.254845305832
Ehlert,EUR,2023-03-08T12:11:37.144536Z,54723.5238
Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-02-22T02:59:22.646266Z,10990.612
Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-03-25T00:30:43.804192Z,61868.62890625
Groen & de Leeuw,EUR,2021-01-25T16:38:13.468669Z,-59432.30669222593
Hanegraaff & Hekker,EUR,2021-03-15T00:31:44.691984Z,79606.6862157101
Hanegraaff & Hekker,EUR,2021-05-20T19:38:18.328543Z,92435.3411
"Kaur, Kemp and Turner",EUR,2021-03-04T02:32:19.83509Z,78271.6796875
Koninklijke Stinis,EUR,2021-04-20T16:25:55.88611Z,-21957.253074703916
Koninklijke van Brunswijk,EUR,2023-02-04T02:01:30.284266Z,82447.849
Langlois S.A.R.L.,EUR,2021-10-31T02:05:31.194066Z,-77530.10164770033
Leduc,EUR,2021-07-03T06:59:37.847062Z,74968.86853959222
Legendre Maury S.A.,EUR,2021-01-15T15:54:36.332284Z,-1302.7838050838668
Lesage,EUR,2021-01-05T08:03:58.843507Z,6442.917344268183
Mars,EUR,2021-01-27T11:24:20.359877Z,-33650.13126717813
Putz,EUR,2021-05-07T17:02:22.190687Z,84680.50319975053
Remmers & Gruijl,EUR,2021-09-05T23:48:20.98333Z,29659.890625
Royal Bastiaanse,EUR,2021-09-24T05:26:57.208962Z,-67493.1617472736
Salz,EUR,2021-02-22T07:14:33.289796Z,-13405.455078125
Samson,EUR,2021-06-13T05:34:48.549409Z,66495.21396396396
"Sanderson, Fox and Holland",EUR,2022-01-04T04:20:45.842975Z,-82606.5256
"Sanderson, Fox and Holland",EUR,2023-05-03T02:34:43.726674Z,99765.5946
Schmitt,EUR,2021-06-01T16:48:05.690693Z,-37212.01538617269
"Smith, Francis and Hurst",EUR,2021-07-26T15:15:28.238177Z,-13224.9935
Sontag,EUR,2021-02-14T23:05:27.05564Z,-22040.202070047577
Stichting Mol,EUR,2021-10-25T02:30:04.577983Z,-16436.377234854237
"Stokes, Adams and Robinson",EUR,2021-06-26T00:54:44.205182Z,59298.38151002126
"Wilkinson, Bennett and Stanley",EUR,2021-10-01T09:53:53.052319Z,-81552.713
"Cooke, Cook and Bell",EUR,2021-07-01T04:06:14.295708Z,-46115.90083763539
Franke,EUR,2021-09-18T19:24:37.060406Z,-65931.9140625
Goudriaan NV,EUR,2021-08-26T23:13:39.270488Z,66755.43808490822
Hope-Short,EUR,2021-02-21T06:55:11.191433Z,-51034.4388
"Houghton, Murray and Thomas",EUR,2021-09-02T03:48:28.445666Z,77891.1953125
Johnson-Dawson,EUR,2021-02-23T02:22:07.306186Z,76998.39971550497
Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-04-16T10:25:17.178058Z,22040.202070047577
"Kaur, Kemp and Turner",EUR,2021-04-20T16:25:55.88611Z,16447.785161806543
Le Gall SARL,EUR,2021-09-17T01:56:45.521775Z,1784.9483642578125
Lesage,EUR,2021-08-20T15:11:05.612402Z,82302.79457088668
Maillard,EUR,2021-07-20T16:55:59.452291Z,76397.07059032717
Merle,EUR,2021-09-01T10:30:15.144381Z,73046.1953125
Pruvost,EUR,2021-07-14T11:30:54.732532Z,15117.9092
Samson et Fils,EUR,2021-03-21T09:37:12.836442Z,84320.4668
Stichting Mol,EUR,2021-03-31T09:45:36.11858Z,18207.02013691323
"Wilkinson, Bennett and Stanley",EUR,2022-06-25T20:39:38.276104Z,13399.6886
Auger Legros SARL,EUR,2021-09-22T01:35:10.384113Z,40699.1561066123
Drub Mende e.V.,EUR,2021-09-10T00:54:03.634564Z,-5004.97119140625
Drub Mende e.V.,EUR,2022-09-25T22:00:37.3728Z,-38841.8694
Ehlert,EUR,2021-09-12T21:41:14.280733Z,-39009.6451
Fabre S.A.,EUR,2021-05-07T07:37:13.204711Z,98541.98299423019
Fabre SA,EUR,2021-02-13T17:48:41.23144Z,41900.856448553815
"Forster, Mitchell and Hall",EUR,2021-06-19T20:07:34.694589Z,33755.2552
Georges S.A.,EUR,2021-10-07T01:47:39.073126Z,-81348.86027178864
Goudriaan NV,EUR,2021-02-17T22:01:49.601367Z,16925.26
Grein Groth,EUR,2021-11-08T21:42:19.024537Z,83350.99573257468
Gröttner,EUR,2021-05-12T03:00:25.722727Z,93479.53993319161
Guibert S.A.S.,EUR,2021-09-04T02:01:53.846711Z,84576.1640625
Guillon Lesage S.A.,EUR,2021-06-21T16:32:46.287156Z,-68199.5859375
"Howard, McCarthy and Harris",EUR,2021-01-04T17:28:15.613153Z,-67062.78153153154
"Howard, McCarthy and Harris",EUR,2021-06-22T19:01:03.477214Z,-75663.74022048364
Johnson Group,EUR,2021-01-27T22:27:08.420616Z,68688.50592165199
Langlois S.A.R.L.,EUR,2021-01-20T20:48:49.032295Z,-92990.87245139877
Le Gall SARL,EUR,2021-08-15T01:08:18.821693Z,-62817.085209655255
Legendre Maury S.A.,EUR,2021-04-16T10:25:17.178058Z,-53674.9766
Morin Boulanger et Fils,EUR,2023-02-05T15:42:55.657634Z,1900.3732
Pruvost,EUR,2021-03-21T15:07:41.378006Z,17114.525111657844
Salz,EUR,2021-08-23T01:07:11.796396Z,-79845.40625
Salz,EUR,2023-02-03T18:31:07.773896Z,86439.1683
Schofield PLC,EUR,2021-07-22T23:58:39.561568Z,85565.3752072733
"Stokes, Adams and Robinson",EUR,2022-09-13T17:17:31.458915Z,54723.5238
Trespa,EUR,2022-04-29T05:25:49.862911Z,35834.7938
Wagenvoort Groep,EUR,2021-04-20T15:11:24.105091Z,5700.642556119957
Winters Groep,EUR,2021-07-26T15:15:28.238177Z,51360.00480561739
de Koning NV,EUR,2021-07-14T02:33:27.395086Z,6303.889209933618
Andrews-Finch,EUR,2021-07-29T21:08:23.557989Z,8946.011698376007
Armstrong Inc,EUR,2021-07-23T13:38:40.546449Z,382.4412855217289
Cameron-Buckley,EUR,2021-02-16T15:44:49.229318Z,-57980.82185064278
Delahaye,EUR,2021-10-12T03:50:10.191571Z,61153.68658131816
Ehlert,EUR,2021-07-26T13:19:27.976833Z,-87738.2478
Evans-Davison,EUR,2021-06-25T17:24:14.506645Z,-69849.3203125
Evans-Davison,EUR,2021-09-01T21:25:55.169899Z,-14902.7505
Ferreira S.A.R.L.,EUR,2021-07-15T21:29:54.297582Z,94175.16447368421
"Gough, Evans and Blackburn",EUR,2021-08-15T21:19:40.259464Z,-2833.9843
"Gough, Evans and Blackburn",EUR,2022-09-07T19:21:43.640725Z,-8966.6025
Guillon Lesage S.A.,EUR,2023-01-27T20:40:51.636007Z,87138.3162
Hope-Short,EUR,2021-03-21T15:07:41.378006Z,-17114.525111657844
Koninklijke van Brunswijk,EUR,2021-10-31T14:02:03.022278Z,66598.8206
Langlois S.A.R.L.,EUR,2021-08-26T23:13:39.270488Z,-44103.175770573944
Legendre Maury S.A.,EUR,2021-10-29T17:23:51.681994Z,-62029.89374557141
Putz,EUR,2021-03-19T02:43:47.31143Z,-87220.6406
Putz,EUR,2021-07-26T01:16:46.701073Z,-35669.38008955342
Roussel,EUR,2021-06-29T18:03:30.647455Z,24111.703125
Roussel,EUR,2021-08-06T18:36:18.412444Z,96970.52301599352
Schofield PLC,EUR,2021-02-14T23:05:27.05564Z,-92823.516
Schofield PLC,EUR,2021-04-21T07:51:24.915385Z,-87367.933242231
Scholz AG,EUR,2021-02-09T00:44:46.971529Z,80317.2168873796
"Simpson, Thompson and Lamb",EUR,2021-08-22T08:40:19.094338Z,50777.3068
Sontag,EUR,2021-01-05T23:05:04.045411Z,69169.43012091039
Sontag,EUR,2021-01-14T05:36:06.595899Z,-71377.96997092494
Drub Mende e.V.,EUR,2021-03-03T20:17:54.883463Z,123843.55585395789
Evans-Davison,EUR,2021-03-13T16:42:47.596028Z,-9018.457911036036
Goudriaan NV,EUR,2021-10-07T03:01:52.55137Z,-22040.202070047577
"Johnston, Woodward and Anderson",EUR,2023-01-08T02:18:52.396447Z,-20404.4219
Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-08-11T21:13:49.716216Z,76841.73024850694
Koninklijke van Brunswijk,EUR,2021-11-12T02:51:31.157595Z,71463.3359375
Leblanc S.A.S.,EUR,2021-03-01T10:06:10.921373Z,50108.77855686671
Leduc,EUR,2021-09-12T21:41:14.280733Z,39009.6451
Lesage,EUR,2021-09-09T12:21:09.252222Z,58562.9453125
Samson et Fils,EUR,2021-07-03T10:12:27.734672Z,-62105.3468
Schmitt,EUR,2021-05-30T01:02:03.51901Z,52957.7003
"Simpson, Thompson and Lamb",EUR,2021-07-05T19:44:11.254507Z,9313.905285200932
Striebitz,EUR,2021-11-20T04:23:47.044772Z,-49467.109375
Teixeira S.A.S.,EUR,2021-10-27T10:03:43.078846Z,-18722.132121825594
Valette Fleury SA,EUR,2021-04-14T04:37:14.103184Z,8888.7958984375
de Koning NV,EUR,2021-02-23T11:22:11.451672Z,88558.3325
de Koning NV,EUR,2021-04-09T12:12:01.863276Z,11992.617507781659
le Gallen & van Gelder,EUR,2021-07-29T23:58:35.424526Z,98223.38561068961
Auger Legros SARL,EUR,2021-01-27T22:25:10.580743Z,83131.5819922088
Bender Scheibe GmbH & Co. OHG,EUR,2021-11-12T14:56:15.71455Z,-42307.14453125
Bourdon S.A.,EUR,2021-03-25T21:53:44.994385Z,42832.04791963016
"Cooke, Cook and Bell",EUR,2021-08-24T16:48:39.462791Z,62347.08713571006
Delahaye,EUR,2021-11-14T13:09:08.347207Z,65759.13079512096
Drub Mende e.V.,EUR,2021-10-12T15:04:12.577783Z,925.3958226832918
Evans-Davison,EUR,2021-08-09T22:01:54.141983Z,-32257.634690611663
Fitzgerald Inc,EUR,2021-09-30T04:32:51.551226Z,-12224.1865234375
"Forster, Mitchell and Hall",EUR,2021-08-25T18:59:04.935975Z,-94223.47676623992
"Gough, Evans and Blackburn",EUR,2021-04-28T16:21:15.344911Z,-17344.189453125
Guillon Lesage S.A.,EUR,2021-04-18T02:21:06.35474Z,8671.842378720012
Haneberg & Cammel,EUR,2021-04-24T15:03:18.056104Z,-1396.57666015625
Hope-Short,EUR,2021-01-26T20:58:14.931314Z,19078.051453841483
"Howard, McCarthy and Harris",EUR,2021-04-17T12:28:52.727948Z,-19434.459696705133
"Howard, McCarthy and Harris",EUR,2021-08-17T00:43:15.16549Z,-90754.14653086952
"Howard, McCarthy and Harris",EUR,2021-10-11T05:16:54.634112Z,64888.974
Leblanc S.A.S.,EUR,2021-02-09T02:41:12.675398Z,15830.431048618366
Merle,EUR,2021-08-11T04:29:26.252679Z,26131.373046875
Morin Boulanger et Fils,EUR,2021-05-29T10:40:11.441009Z,-17593.396233404455
Poirier S.A.R.L.,EUR,2021-03-31T08:45:10.81052Z,-70806.96875
Portaal,EUR,2021-08-31T13:18:45.506711Z,-32034.544921875
Remmers & Gruijl,EUR,2021-04-14T01:48:03.265564Z,-40035.5739
Schofield PLC,EUR,2021-05-23T09:28:44.258008Z,-94151.78125
"Smith, Francis and Hurst",EUR,2021-10-20T05:02:42.247348Z,75465.4296875
Valette Fleury SA,EUR,2022-06-25T20:39:38.276104Z,-13399.6886
Wagenvoort Groep,EUR,2021-03-11T15:23:17.094841Z,-12613.940626481744
Coolen NV,EUR,2021-05-02T16:43:45.14805Z,-1973.3711919155999
Coolen NV,EUR,2023-03-08T12:11:37.144536Z,-47491.1952
"Cooper, Bailey and Barker",EUR,2021-10-12T15:04:12.577783Z,-70942.60461119014
Didier,EUR,2023-03-03T17:12:07.250167Z,88520.8042
Ehlert,EUR,2021-01-03T09:17:34.356554Z,92025.38212369673
"Gough, Evans and Blackburn",EUR,2021-10-17T23:23:18.26368Z,-44503.167229729734
Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-09-24T05:26:57.208962Z,-79637.4740198528
Langlois S.A.R.L.,EUR,2021-07-23T06:33:41.943185Z,-24549.4609375
Legendre Maury S.A.,EUR,2022-03-24T15:26:25.195682Z,58200.3663
Putz,EUR,2021-08-06T10:28:21.321199Z,27910.783571177082
Putz,EUR,2022-08-18T23:44:47.101437Z,-38802.2291
Schofield PLC,EUR,2021-04-04T13:28:29.800587Z,-80399.265625
Sontag,EUR,2021-10-25T02:30:04.577983Z,79165.75866288842
"Wilkinson, Bennett and Stanley",EUR,2021-11-12T00:38:43.007814Z,-86962.6640625
de Koning NV,EUR,2021-10-21T07:01:11.761642Z,45555.869191559985
Bailey-Bolton,EUR,2021-06-13T04:05:18.272001Z,-83448.40625
Bender Scheibe GmbH & Co. OHG,EUR,2021-03-29T15:54:13.097227Z,33682.2805535799
Bourdon S.A.,EUR,2021-08-17T18:18:50.617244Z,27096.9296875
Cichorius,EUR,2021-02-14T23:05:27.05564Z,42848.312234284844
Croon Elektrotechniek,EUR,2021-06-12T10:33:45.855326Z,-16455.012882440024
Evans-Davison,EUR,2022-11-18T11:18:22.832765Z,-40238.1683
Freudenberger Grein Groth GmbH & Co. KG,EUR,2021-07-22T14:33:33.48526Z,-102047.24979556605
Georges S.A.,EUR,2021-07-02T11:58:36.60612Z,-80341.93706841722
Grein Groth,EUR,2021-03-01T16:32:07.070232Z,-34225.85496680891
Groen & de Leeuw,EUR,2021-09-30T16:05:18.104788Z,-7712.3603515625
Gröttner,EUR,2021-05-04T20:21:14.86792Z,-13035.10161065671
Guillon Lesage S.A.,EUR,2021-08-30T21:17:09.353004Z,-73153.84957325747
"Jones, Shepherd and Price",EUR,2023-01-29T20:10:22.329652Z,-93226.664
Jäntsch Schweitzer GmbH & Co. KG,EUR,2022-08-27T22:18:06.915752Z,-77285.9728
Langlois S.A.R.L.,EUR,2021-07-29T23:58:35.424526Z,32346.170554697437
Leblanc S.A.S.,EUR,2021-10-31T02:05:31.194066Z,32018.177734375
Lesage,EUR,2021-08-27T10:34:36.887992Z,57442.373026116
Merle,EUR,2021-05-08T19:33:40.903964Z,-61843.42772048364
Morin Boulanger et Fils,EUR,2021-04-30T06:27:55.439527Z,-77959.9765625
Morin Boulanger et Fils,EUR,2021-11-17T15:47:02.670734Z,96406.5519767649
Putz,EUR,2021-02-26T17:28:21.937607Z,34444.14453125
Roussel,EUR,2021-01-30T19:27:03.43481Z,9249.797441767427
Roussel,EUR,2021-07-28T09:37:22.758286Z,-89626.33806559368
Samson,EUR,2021-06-02T18:10:50.952268Z,127188.09643536026
Samson,EUR,2021-11-02T16:10:59.343612Z,-10402.779680543566
Schmitt,EUR,2021-04-12T21:46:07.125626Z,-56663.91461686406
Speer Dobes GmbH,EUR,2021-05-22T03:10:30.628868Z,6955.537465919867
Welch-Ryan,EUR,2021-08-22T04:49:00.692588Z,-94657.984375
"Wilkinson, Bennett and Stanley",EUR,2021-03-19T07:48:26.590598Z,18938.483778722544
"Wilkinson, Bennett and Stanley",EUR,2021-07-10T21:02:33.660873Z,33213.984375
Andrews-Finch,EUR,2021-05-18T18:12:51.700225Z,-75632.9765625
Bender Scheibe GmbH & Co. OHG,EUR,2022-06-30T17:57:53.864394Z,65366.4733
Cichorius,EUR,2021-01-06T02:45:09.566611Z,31707.162109375
Cichorius,EUR,2021-09-16T15:44:10.085819Z,-21706.881223328593
Croon Elektrotechniek,EUR,2021-08-23T01:07:11.796396Z,79845.40625
Delahaye,EUR,2021-04-07T13:36:37.808189Z,-56585.80543324223
Georges S.A.,EUR,2021-03-01T09:54:19.483153Z,-98834.3724693795
Guillon Lesage S.A.,EUR,2021-10-11T05:16:54.634112Z,-30234.766455359855
"Johnson, Hope and Evans",EUR,2021-02-28T02:27:21.756953Z,37149.96875
Koninklijke Stinis,EUR,2021-02-14T17:07:51.274804Z,8933.605906011493
Mars,EUR,2021-03-30T03:24:30.73361Z,-48167.94542084219
Royal Bastiaanse,EUR,2022-02-08T05:37:53.384264Z,49307.891
Schofield PLC,EUR,2021-02-08T11:42:18.74947Z,71766.4566293267
"Stokes, Adams and Robinson",EUR,2021-08-16T18:46:27.256623Z,94657.984375
Teixeira S.A.S.,EUR,2021-04-19T00:47:15.308434Z,93431.95827406354
"Wilkinson, Bennett and Stanley",EUR,2021-01-05T04:32:00.730968Z,-31905.39799668089
le Gallen & van Gelder,EUR,2021-08-26T05:52:17.042019Z,-74790.77304129973
van der Noot & Jonkman,EUR,2021-02-09T00:44:46.971529Z,-26296.169318990043
Andrews-Finch,EUR,2021-02-08T19:36:17.198577Z,79828.16204362256
Auger Legros SARL,EUR,2021-05-27T10:47:15.118848Z,-69428.8984375
Auger Legros SARL,EUR,2021-08-28T05:53:08.745577Z,-16125.957441182649
Cichorius,EUR,2021-01-05T23:05:04.045411Z,-69169.43012091039
Ehlert,EUR,2021-03-24T03:58:41.097334Z,75019.87019914652
Ehlert,EUR,2021-07-02T11:58:36.60612Z,-20754.247488359146
Fabre SA,EUR,2022-12-31T16:32:39.049971Z,6662.4467
Goudriaan NV,EUR,2021-09-13T06:13:23.107065Z,63167.26953125
"Gough, Evans and Blackburn",EUR,2021-05-12T03:00:25.722727Z,78139.7890625
Groen & de Leeuw,EUR,2023-03-08T05:48:43.108109Z,75652.8116
Gröttner,EUR,2021-07-19T08:31:54.311466Z,97499.6875
Guillon Lesage S.A.,EUR,2021-08-29T05:01:49.942719Z,-57181.739716690376
"Kaur, Kemp and Turner",EUR,2021-10-30T07:26:52.252923Z,79352.14533353578
Langlois S.A.R.L.,EUR,2021-03-13T15:56:27.629652Z,67464.69784391133
Leconte,EUR,2021-01-07T04:37:43.436423Z,47491.1953125
Leduc,EUR,2022-08-20T01:48:38.599836Z,-36003.4439
Lesage,EUR,2021-01-27T06:58:30.414992Z,-89305.42502385062
Putz,EUR,2021-08-06T18:36:18.412444Z,35368.128408013275
Roussel,EUR,2021-07-14T02:33:27.395086Z,6608.8363644688125
Royal Bastiaanse,EUR,2021-01-17T03:19:46.124424Z,-83945.7607278331
Samson,EUR,2021-10-18T04:48:29.200162Z,-38016.8523
"Smith, Francis and Hurst",EUR,2021-01-19T06:33:48.093756Z,63309.84996583662
Speer Dobes GmbH,EUR,2021-11-18T14:48:39.952667Z,-36434.46983167378
Striebitz,EUR,2021-03-05T07:48:06.224215Z,-80893.172261153
Teixeira S.A.S.,EUR,2021-01-05T09:07:51.332884Z,21114.639481475857
Wagenvoort Groep,EUR,2021-07-08T10:53:31.761763Z,-85426.62399241347
Welch-Ryan,EUR,2021-04-19T01:19:16.888441Z,92298.77630667362
Welch-Ryan,EUR,2023-01-08T05:23:54.508523Z,86685.6431
Bosch & van Haspengouw,EUR,2021-09-17T01:56:45.521775Z,-6305.852984975107
Bourdon S.A.,EUR,2021-05-12T03:00:25.722727Z,93479.53993319161
Bourdon S.A.,EUR,2021-06-02T18:10:50.952268Z,-38654.46173536026
Coolen NV,EUR,2021-02-20T00:25:01.989827Z,73115.03568174917
Ehlert,EUR,2021-01-20T23:54:52.747421Z,39206.76118534264
Ehlert,EUR,2021-03-05T13:38:55.195085Z,98543.3359375
Ehlert,EUR,2021-05-12T22:22:57.071046Z,-83295.57963862739
Goudriaan NV,EUR,2021-07-03T11:35:57.931238Z,59243.69289336498
Grein Groth,EUR,2021-11-12T22:09:34.105694Z,782.7503824754031
Guillon Lesage S.A.,EUR,2021-11-19T14:41:09.266619Z,-3356.922779779921
Johnson Group,EUR,2021-05-30T01:02:03.51901Z,-37923.8839
"Kaur, Kemp and Turner",EUR,2021-09-06T17:35:49.53633Z,-16108.264492547323
Le Gall SARL,EUR,2021-07-19T08:31:12.675111Z,45710.5152027027
Leduc,EUR,2021-10-15T06:35:57.803824Z,55821.75179041401
Legendre Maury S.A.,EUR,2021-02-22T20:48:26.36961Z,104427.08629100036
Maillard,EUR,2021-04-21T19:13:58.97579Z,94349.75106685633
